time,high,low,open,volumefrom,volumeto,close
2014-12-02,0.03045,0.02664,0.0265,28485.59,758.86,0.02664
2014-12-03,0.03016,0.02639,0.02664,2927.76,77.26,0.02639
2014-12-04,0.0272,0.02589,0.02653,0.0,0.0,0.0259
2014-12-05,0.02777,0.02188,0.0259,0.0,0.0,0.02606
2014-12-06,0.02641,0.02548,0.02606,0.0,0.0,0.02553
2014-12-07,0.02713,0.02551,0.02553,0.0,0.0,0.0259
2014-12-08,0.02555,0.02485,0.0259,0.0,0.0,0.02497
2014-12-09,0.02473,0.024,0.02497,0.0,0.0,0.02437
2014-12-10,0.02436,0.02123,0.02437,0.0,0.0,0.02123
2014-12-11,0.02295,0.02121,0.02123,0.0,0.0,0.0218
2014-12-12,0.02332,0.02121,0.0218,0.0,0.0,0.02121
2014-12-13,0.02246,0.0209,0.02121,0.0,0.0,0.02101
2014-12-14,0.02138,0.02105,0.02101,0.0,0.0,0.02105
2014-12-15,0.02096,0.02063,0.02105,0.0,0.0,0.02063
2014-12-16,0.01981,0.01957,0.02063,0.0,0.0,0.01966
2014-12-17,0.0191,0.01879,0.01966,0.0,0.0,0.01879
2014-12-18,0.01852,0.01799,0.01879,0.0,0.0,0.01848
2014-12-19,0.01589,0.01451,0.02172,37.83,0.5489,0.01451
2014-12-20,0.01973,0.0192,0.01847,0.0,0.0,0.01925
2014-12-21,0.01935,0.0188,0.01925,0.0,0.0,0.019
2014-12-22,0.01976,0.01654,0.019,0.0,0.0,0.01937
2014-12-23,0.02002,0.01663,0.01937,0.0,0.0,0.0168
2014-12-24,0.01924,0.01616,0.0168,0.0,0.0,0.01625
2014-12-25,0.01786,0.01608,0.01625,0.0,0.0,0.01743
2014-12-26,0.01881,0.01667,0.01743,0.0,0.0,0.01881
2014-12-27,0.01884,0.01596,0.01881,0.0,0.0,0.01711
2014-12-28,0.01868,0.01576,0.01711,0.0,0.0,0.0163
2014-12-29,0.018,0.01618,0.0163,0.0,0.0,0.01665
2014-12-30,0.0168,0.01578,0.01665,0.0,0.0,0.0158
2014-12-31,0.01782,0.01609,0.0158,0.0,0.0,0.01609
2015-01-01,0.01763,0.01568,0.01609,0.0,0.0,0.01607
2015-01-02,0.01746,0.01609,0.01607,0.0,0.0,0.01702
2015-01-03,0.01592,0.01495,0.01702,0.0,0.0,0.01502
2015-01-04,0.01482,0.01385,0.01502,0.0,0.0,0.01388
2015-01-05,0.01255,0.01255,0.01209,0.1086,0.001363,0.01255
2015-01-06,0.01696,0.01571,0.01531,0.0,0.0,0.01599
2015-01-07,0.01765,0.01632,0.01599,0.0,0.0,0.01661
2015-01-08,0.01668,0.01612,0.01661,0.0,0.0,0.01654
2015-01-09,0.01695,0.01584,0.01654,0.0,0.0,0.01643
2015-01-10,0.01606,0.01532,0.01643,0.0,0.0,0.01534
2015-01-11,0.01559,0.01285,0.01534,0.0,0.0,0.01285
2015-01-12,0.01512,0.01307,0.01285,0.0,0.0,0.0136
2015-01-13,0.01195,0.01062,0.0136,0.0,0.0,0.01095
2015-01-14,0.008287,0.007548,0.01095,0.0,0.0,0.008223
2015-01-15,0.01049,0.009723,0.008223,0.0,0.0,0.01017
2015-01-16,0.01004,0.009725,0.01017,0.0,0.0,0.009736
2015-01-17,0.01003,0.009184,0.009736,0.0,0.0,0.009421
2015-01-18,0.01058,0.009927,0.009421,0.0,0.0,0.009939
2015-01-19,0.009859,0.008635,0.009619,1202.73,10.39,0.008635
2015-01-20,0.008087,0.005264,0.006489,0.0,0.0,0.006329
2015-01-21,0.007101,0.006859,0.006329,0.0,0.0,0.006872
2015-01-22,0.007211,0.006981,0.006872,0.0,0.0,0.006993
2015-01-23,0.007018,0.005804,0.006993,0.0,0.0,0.006036
2015-01-24,0.006452,0.004737,0.006036,0.0,0.0,0.005633
2015-01-25,0.006413,0.005246,0.005633,0.0,0.0,0.005793
2015-01-26,0.007989,0.006186,0.005793,0.0,0.0,0.006999
2015-01-27,0.007948,0.006845,0.006999,0.0,0.0,0.007898
2015-01-28,0.007102,0.005432,0.007898,0.0,0.0,0.005902
2015-01-29,0.006025,0.005382,0.005902,0.0,0.0,0.005616
2015-01-30,0.006939,0.005564,0.005616,0.0,0.0,0.006939
2015-01-31,0.00654,0.004715,0.006939,0.0,0.0,0.004989
2015-02-01,0.005164,0.003943,0.004989,0.0,0.0,0.004506
2015-02-02,0.005038,0.003824,0.004506,0.0,0.0,0.004369
2015-02-03,0.004548,0.002843,0.004369,0.0,0.0,0.003011
2015-02-04,0.004609,0.002832,0.003011,0.0,0.0,0.003426
2015-02-05,0.003477,0.002713,0.003426,0.0,0.0,0.002715
2015-02-06,0.003567,0.002796,0.002715,0.0,0.0,0.003438
2015-02-07,0.004535,0.002967,0.003438,0.0,0.0,0.003244
2015-02-08,0.004026,0.003158,0.003215,0.0,0.0,0.003333
2015-02-09,0.004958,0.003281,0.003333,0.0,0.0,0.004076
2015-02-10,0.008787,0.002199,0.008814,1080.0,2.375,0.002199
2015-02-11,0.005024,0.004311,0.004587,0.0,0.0,0.004676
2015-02-12,0.005225,0.00448,0.004676,0.0,0.0,0.004766
2015-02-13,0.005892,0.00483,0.004766,0.0,0.0,0.005548
2015-02-14,0.006453,0.005175,0.00555,0.0,0.0,0.005341
2015-02-15,0.004819,0.003534,0.005341,0.0,0.0,0.003695
2015-02-16,0.004768,0.003422,0.003695,0.0,0.0,0.004702
2015-02-17,0.005348,0.00377,0.004702,0.0,0.0,0.004261
2015-02-18,0.002354,0.002354,0.002434,4.856,0.01143,0.002354
2015-02-19,0.002422,0.002422,0.002354,3.437,0.008324,0.002422
2015-02-20,0.002448,0.002448,0.002422,3.157,0.007728,0.002448
2015-02-21,0.004673,0.003397,0.003418,0.0,0.0,0.004001
2015-02-22,0.00236,0.00236,0.002447,4.335,0.01023,0.00236
2015-02-23,0.002391,0.002391,0.00236,4.215,0.01008,0.002391
2015-02-24,0.003617,0.002867,0.002916,0.0,0.0,0.003106
2015-02-25,0.003667,0.002922,0.003106,0.0,0.0,0.003323
2015-02-26,0.003311,0.003058,0.003323,0.0,0.0,0.003146
2015-02-27,0.00546,0.003348,0.003146,0.0,0.0,0.005069
2015-02-28,0.005335,0.004461,0.005069,0.0,0.0,0.004954
2015-03-01,0.00503,0.004707,0.004954,0.0,0.0,0.004715
2015-03-02,0.00274,0.00274,0.002582,18.89,0.05176,0.00274
2015-03-03,0.004235,0.004086,0.003989,0.0,0.0,0.004126
2015-03-04,0.004759,0.003997,0.004126,0.0,0.0,0.004087
2015-03-05,0.004401,0.004128,0.004087,0.0,0.0,0.004128
2015-03-06,0.004102,0.003952,0.004128,0.0,0.0,0.003955
2015-03-07,0.002752,0.001072,0.002728,21.18,0.0227,0.001072
2015-03-08,0.001071,0.001071,0.001072,1.06,0.001135,0.001071
2015-03-09,0.003683,0.003335,0.003461,0.0,0.0,0.003541
2015-03-10,0.003683,0.002949,0.003541,0.0,0.0,0.002949
2015-03-11,0.002959,0.001153,0.001136,140.91,0.417,0.002959
2015-03-12,0.005084,0.002501,0.00347,0.0,0.0,0.003109
2015-03-13,0.004526,0.002875,0.003109,0.0,0.0,0.003857
2015-03-14,0.00506,0.003041,0.003857,0.0,0.0,0.003965
2015-03-15,0.005105,0.003738,0.003965,0.0,0.0,0.003909
2015-03-16,0.004356,0.002916,0.003909,0.0,0.0,0.003192
2015-03-17,0.003744,0.002871,0.003192,0.0,0.0,0.003025
2015-03-18,0.002917,0.002431,0.003025,0.0,0.0,0.002431
2015-03-19,0.004084,0.002479,0.002431,0.0,0.0,0.004068
2015-03-20,0.00412,0.003408,0.004068,0.0,0.0,0.003531
2015-03-21,0.003701,0.00287,0.003531,0.0,0.0,0.002914
2015-03-22,0.003491,0.002968,0.002914,0.0,0.0,0.003024
2015-03-23,0.004008,0.002989,0.003024,0.0,0.0,0.003215
2015-03-24,0.003881,0.002985,0.003215,0.0,0.0,0.003461
2015-03-25,0.003873,0.003452,0.003461,0.0,0.0,0.003841
2015-03-26,0.003956,0.003229,0.003841,0.0,0.0,0.003232
2015-03-27,0.003466,0.003219,0.003232,0.0,0.0,0.003219
2015-03-28,0.00344,0.003057,0.003219,0.0,0.0,0.00306
