time,high,low,open,volumefrom,volumeto,close
2014-12-18,0.8537,0.7752,0.8,444.83,349.55,0.7858
2014-12-19,0.845,0.7732,0.7858,552.52,427.21,0.7732
2014-12-20,0.8381,0.8037,0.7732,19.7,16.51,0.8381
2014-12-21,0.8185,0.8137,0.8381,30.13,24.52,0.8137
2014-12-22,0.8344,0.7914,0.8137,144.39,114.27,0.7914
2014-12-23,0.8019,0.7724,0.7914,168.27,129.97,0.7724
2014-12-24,0.746,0.7428,0.7724,73.46,54.8,0.746
2014-12-25,0.7381,0.7104,0.746,1.177,0.8361,0.7104
2014-12-26,0.7857,0.7405,0.718,0.0,0.0,0.7481
2014-12-27,0.7395,0.7023,0.7349,21.33,15.77,0.7395
2014-12-28,0.7423,0.7078,0.7395,2.569,1.826,0.7109
2014-12-29,0.7269,0.7055,0.7109,4.321,3.141,0.7269
2014-12-30,0.7203,0.6901,0.7269,228.86,163.43,0.7141
2014-12-31,0.73,0.7071,0.7141,104.03,73.56,0.7071
2015-01-01,0.7013,0.6953,0.7071,175.02,121.69,0.6953
2015-01-02,0.7196,0.696,0.6953,278.62,200.49,0.7196
2015-01-03,0.6601,0.5915,0.7196,56.92,33.67,0.5915
2015-01-04,0.5723,0.5453,0.5915,57.21,32.53,0.5686
2015-01-05,0.597,0.5769,0.5686,7.685,4.433,0.5769
2015-01-06,0.6419,0.5925,0.5769,45.74,28.24,0.6173
2015-01-07,0.6712,0.6372,0.6173,50.0,33.56,0.6712
2015-01-08,0.6513,0.6154,0.6712,20.71,13.13,0.6341
2015-01-09,0.6459,0.6186,0.6341,22.36,13.83,0.6186
